CODES,DESCRIPTION,YEAR,UNIT_1_CODES,UNIT_1_DESCRIPTION,UNIT_2_CODES,UNIT_2_DESCRIPTION
283692,Strontium carbonate,2023,9,Kilogram,?,?
283699,"Carbonates and peroxocarbonates percarbonates""; commercial ammonium carbonate containing ammonium carbamate (excluding disodium carbonate",2023,9,Kilogram,?,?
283711,Sodium cyanide,2023,9,Kilogram,?,?
283719,Cyanides and cyanide oxides (excluding sodium and mercury),2023,9,Kilogram,?,?
283720,Complex cyanides,2023,9,Kilogram,?,?
283911,Sodium metasilicates,2023,9,Kilogram,?,?
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",2023,9,Kilogram,?,?
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",2023,9,Kilogram,?,?
284011,Anhydrous,2023,9,Kilogram,?,?
284019,"Disodium tetraborate refined borax"" (excluding anhydrous)""",2023,9,Kilogram,?,?
284020,"Borates (excluding disodium tetraborate refined borax"")""",2023,9,Kilogram,?,?
284030,Peroxoborates (perborates),2023,9,Kilogram,?,?
284130,Sodium dichromate,2023,9,Kilogram,?,?
284150,Other chromates and dichromates; peroxochromates,2023,9,Kilogram,?,?
284161,Potassium permanganate,2023,9,Kilogram,?,?
284169,"Manganites, manganates and permanganates (excluding potassium permanganate)",2023,9,Kilogram,?,?
284170,Molybdates,2023,9,Kilogram,?,?
284180,Tungstates (wolframates),2023,9,Kilogram,?,?
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, manganites, manganates, permanganates, molybdates and tungstates wolframamtes"")""",2023,9,Kilogram,?,?
284210,"Double or complex silicates, including aluminosilicates whether or not chemically defined",2023,9,Kilogram,?,?
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, double or complex silicates [incl. aluminosilicates whether or not chemically defined], azides, and inorganic or organic compounds of mercury)",2023,9,Kilogram,?,?
284310,Colloidal precious metals,2023,59,Gram,?,?
284321,Silver nitrate,2023,59,Gram,?,?
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury and silver nitrate)",2023,59,Gram,?,?
284330,Gold compounds,2023,59,Gram,?,?
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding silver and gold); amalgams of precious metals",2023,59,Gram,?,?
284410,"Natural uranium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing natural 
uranium or natural uranium compounds",2023,59,Gram,63,Million Bq
284420,"Uranium enriched in U 235 and its compounds; plutonium and its 
compounds; alloys, dispersions (including cermets), ceramic 
products and mixtures containing uranium enriched in U 235, 
plutonium or compounds of these products",2023,59,Gram,63,Million Bq
284430,"Uranium depleted in U 235 and its compounds; thorium and its 
compounds; alloys, dispersions (including cermets), ceramic 
products and mixtures containing uranium depleted in U 235, 
thorium or compounds of these products",2023,59,Gram,63,Million Bq
284441,"Tritium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing tritium or its compounds",2023,59,Gram,63,Million Bq
284442,"Actinium-225, actinium-227, californium-253, curium-240, curium-241, curium-242, curium-243, curium-244, einsteinium-253, einsteinium-254, gadolinium-148, polonium-208, polonium-209, polonium-210, radium-223, uranium-230 or uranium-232, and their compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements or compounds",2023,59,Gram,63,Million Bq
284443,"Other radioactive elements and isotopes and compounds; other alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds",2023,59,Gram,63,Million Bq
284444,Radioactive residues,2023,59,Gram,63,Million Bq
284450,Spent (irradiated) fuel elements (cartridges) of nuclear reactors,2023,59,Gram,?,?
284510,Heavy water (deuterium oxide),2023,59,Gram,?,?
284520,Boron enriched in boron-10 and its compounds,2023,59,Gram,63,Million Bq
284530,Lithium enriched in lithium-6 and its compounds,2023,59,Gram,?,?
284540,Helium-3,2023,59,Gram,63,Million Bq
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically defined (excluding heavy water deuterium oxide"")""",2023,59,Gram,63,Million Bq
284610,Cerium compounds,2023,9,Kilogram,?,?
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals (excluding cerium)",2023,9,Kilogram,?,?
284700,"Hydrogen peroxide, whether or not solidified with urea.",2023,9,Kilogram,?,?
284910,"Carbides of calcium, whether or not chemically defined",2023,9,Kilogram,?,?
284920,"Carbides of silicon, whether or not chemically defined",2023,9,Kilogram,?,?
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic or organic compounds of mercury whether or not chemically defined)",2023,9,Kilogram,?,?
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not 
chemically defined, other than compounds which are also 
carbides of heading 28.49.",2023,9,Kilogram,?,?
285210,Chemically defined,2023,9,Kilogram,?,?
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",2023,9,Kilogram,?,?
285310,Cyanogen chloride (chlorcyan),2023,9,Kilogram,?,?
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; liquid air, whether or not rare gases have been removed; compressed air; amalgams (excl. amalgams of precious metals)",2023,9,Kilogram,?,?
290110,Saturated acyclic hydrocarbons,2023,9,Kilogram,?,?
290121,Ethylene,2023,9,Kilogram,?,?
290122,Propene (propylene),2023,9,Kilogram,?,?
290123,Butene (butylene) and isomers thereof,2023,9,Kilogram,?,?
290124,"Buta1,3diene and isoprene",2023,9,Kilogram,?,?
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene propylene""",2023,9,Kilogram,?,?
290211,Cyclohexane,2023,9,Kilogram,?,?
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",2023,9,Kilogram,?,?
290220,Benzene,2023,9,Kilogram,?,?
290230,Toluene,2023,9,Kilogram,?,?
290241,oXylene,2023,9,Kilogram,?,?
290242,mXylene,2023,9,Kilogram,?,?
290243,pXylene,2023,9,Kilogram,?,?
290244,Mixed xylene isomers,2023,9,Kilogram,?,?
290250,Styrene,2023,9,Kilogram,?,?
290260,Ethylbenzene,2023,9,Kilogram,?,?
290270,Cumene,2023,9,Kilogram,?,?
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene and cumene)",2023,9,Kilogram,?,?
290311,Chloromethane (methyl chloride) and chloroethane (ethyl chloride),2023,9,Kilogram,?,?
290312,Dichloromethane (methylene chloride),2023,9,Kilogram,?,?
290313,Chloroform (trichloromethane),2023,9,Kilogram,?,?
290314,Carbon tetrachloride,2023,9,Kilogram,?,?
290315,"Ethylene dichloride (ISO) (1,2dichloroethane)",2023,9,Kilogram,?,?
290319,"Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl chloride], chloroethane [ethyl chloride], dichloromethane [methylene chloride], chloroform [trichloromethane], carbon tetrachloride and ethylene dichloride [ISO] [1,2 dichloroethane])",2023,9,Kilogram,?,?
290321,Vinyl chloride (chloroethylene),2023,9,Kilogram,?,?
290322,Trichloroethylene,2023,9,Kilogram,?,?
290323,Tetrachloroethylene (perchloroethylene),2023,9,Kilogram,?,?
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride chloroethylene""",2023,9,Kilogram,?,?
290341,Trifluoromethane (HFC-23),2023,9,Kilogram,?,?
290342,Difluoromethane (HFC-32),2023,9,Kilogram,?,?
290343,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)",2023,9,Kilogram,?,?
290344,"Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HFC-143)",2023,9,Kilogram,?,?
290345,"1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)",2023,9,Kilogram,?,?
290346,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",2023,9,Kilogram,?,?
290347,"1,1,1,3,3-Pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)",2023,9,Kilogram,?,?
290348,"1,1,1,3,3-Pentafluorobutane (HFC-365mfc) and 1,1,1,2,2,3,4,5,5,5-decafluoropentane (HFC-43-10mee)",2023,9,Kilogram,?,?
290349,"Other saturated fluorinated derivatives of acyclic hydrocarbons",2023,9,Kilogram,?,?
290351,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)",2023,9,Kilogram,?,?
290359,"Other unsaturated fluorinated derivatives of acyclic hydrocarbons",2023,9,Kilogram,?,?
290361,Methyl bromide (bromomethane),2023,9,Kilogram,?,?
290362,"Ethylene dibromide (ISO) (1,2-dibromoethane)",2023,9,Kilogram,?,?
290369,"Other brominated or iodinated derivatives of acyclic hydrocarbons",2023,9,Kilogram,?,?
290371,Chlorodifluoromethane,2023,9,Kilogram,?,?
290372,Dichlorotrifluoroethanes,2023,9,Kilogram,?,?
290373,Dichlorofluoroethanes,2023,9,Kilogram,?,?
290374,Chlorodifluoroethanes,2023,9,Kilogram,?,?
290375,Dichloropentafluoropropanes,2023,9,Kilogram,?,?
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",2023,9,Kilogram,?,?
290377,Other perhalogenated derivatives only with fluorine and chlorine,2023,9,Kilogram,?,?
290378,Other perhalogenated derivatives,2023,9,Kilogram,?,?
290379,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excluding perhalogenated, and chlorodifluoromethane, dichlorotrifluoroethanes, dichlorofluoroethanes, chlorodifluoroethanes, dichloropentafluoropropanes, bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes)",2023,9,Kilogram,?,?
290381,"1,2,3,4,5,6Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",2023,9,Kilogram,?,?
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",2023,9,Kilogram,?,?
290383,Mirex (ISO),2023,9,Kilogram,?,?
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane HCH [ISO]""",2023,9,Kilogram,?,?
290391,"Chlorobenzene, odichlorobenzene and pdichlorobenzene",2023,9,Kilogram,?,?
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN),1,1,1trichloro2,2bis(pchlorophenyl)ethane)",2023,9,Kilogram,?,?
290393,Pentachlorobenzene (ISO),2023,9,Kilogram,?,?
290394,Hexabromobiphenyls,2023,9,Kilogram,?,?
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, p-dichlorobenzene, hexachlorobenzene [ISO] and DDT [ISO] clofenotane [INN]",2023,9,Kilogram,?,?
290410,"Derivatives containing only sulpho groups, their salts and ethyl esters",2023,9,Kilogram,?,?
290420,Derivatives containing only nitro or only nitroso groups,2023,9,Kilogram,?,?
290431,Perfluorooctane sulphonic acid,2023,9,Kilogram,?,?
290432,Ammonium perfluorooctane sulphonate,2023,9,Kilogram,?,?
290433,Lithium perfluorooctane sulphonate,2023,9,Kilogram,?,?
290434,Potassium perfluorooctane sulphonate,2023,9,Kilogram,?,?
290435,Other salts of perfluorooctane sulphonic acid,2023,9,Kilogram,?,?
290436,Perfluorooctane sulphonyl fluoride,2023,9,Kilogram,?,?
290491,Trichloronitromethane (chloropicrin),2023,9,Kilogram,?,?
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated (excl. those containing only sulpho, nitro or nitroso groups, trichloronitromethane chloropicrin""",2023,9,Kilogram,?,?
290511,Methanol (methyl alcohol),2023,9,Kilogram,?,?
290512,Propan1ol (propyl alcohol) and propan2ol (isopropyl alcohol),2023,9,Kilogram,?,?
290513,Butan1ol (nbutyl alcohol),2023,9,Kilogram,?,?
290514,Other butanols,2023,9,Kilogram,?,?
290516,Octanol (octyl alcohol) and isomers thereof,2023,9,Kilogram,?,?
290517,"Dodecan1ol (lauryl alcohol), hexadecan1ol (cetyl alcohol) and octadecan1ol (stearyl alcohol)",2023,9,Kilogram,?,?
290519,"Saturated monohydric acyclic alcohols (excluding methanol methyl alcohol""",2023,9,Kilogram,?,?
290522,Acyclic terpene alcohols,2023,9,Kilogram,?,?
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),2023,9,Kilogram,?,?
290531,Ethylene glycol (ethanediol),2023,9,Kilogram,?,?
290532,"Propylene glycol (propane1,2diol)",2023,9,Kilogram,?,?
290539,"Diols (excluding ethylene glycol ethanediol"" and propylene glycol ""propane-1",2023,9,Kilogram,?,?
290541,"2Ethyl2(hydroxymethyl)propane1,3diol (trimethylolpropane)",2023,9,Kilogram,?,?
290542,Pentaerythritol,2023,9,Kilogram,?,?
290543,Mannitol,2023,9,Kilogram,?,?
290544,Dglucitol (sorbitol),2023,9,Kilogram,?,?
290545,Glycerol,2023,9,Kilogram,?,?
290549,"Tri- and other polyhydric acyclic alcohols (excluding 2-ethyl-2-hydroxymethyl"" propane-1",2023,9,Kilogram,?,?
290551,Ethchlorvynol (INN),2023,9,Kilogram,?,?
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ethchlorvynol INN"")""",2023,9,Kilogram,?,?
290611,Menthol,2023,9,Kilogram,?,?
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",2023,9,Kilogram,?,?
290613,Sterols and inositols,2023,9,Kilogram,?,?
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding menthol, cyclohexanol, methylcyclohexanols, dimethylcyclohexanols, sterols and inositols)",2023,9,Kilogram,?,?
290621,Benzyl alcohol,2023,9,Kilogram,?,?
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding benzyl alcohol)",2023,9,Kilogram,?,?
290711,Phenol (hydroxybenzene) and its salts,2023,9,Kilogram,?,?
290712,Cresols and their salts,2023,9,Kilogram,?,?
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",2023,9,Kilogram,?,?
290715,Naphthols and their salts,2023,9,Kilogram,?,?
290719,"Monophenols (excluding phenol hydroxybenzene"" and its salts",2023,9,Kilogram,?,?
290721,Resorcinol and its salts,2023,9,Kilogram,?,?
290722,Hydroquinone (quinol) and its salts,2023,9,Kilogram,?,?
290723,"4,4'Isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts",2023,9,Kilogram,?,?
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone quinol"" and their salts",2023,9,Kilogram,?,?
290811,Pentachlorophenol (ISO),2023,9,Kilogram,?,?
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols (excluding pentachlorophenol [ISO])",2023,9,Kilogram,?,?
290891,Dinoseb (ISO) and its salts,2023,9,Kilogram,?,?
290892,"4,6Dinitroocresol (DNOC (ISO)) and its salts",2023,9,Kilogram,?,?
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols (excluding derivatives containing only halogen substitutes and their salts, dinoseb [ISO] and its salts, and 4,6-Dinitro-o-cresol [DNOC [ISO]] and its salts)",2023,9,Kilogram,?,?
290911,Diethyl ether,2023,9,Kilogram,?,?
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding diethyl ether)",2023,9,Kilogram,?,?
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,9,Kilogram,?,?
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,9,Kilogram,?,?
290941,"2,2'Oxydiethanol (diethylene glycol, digol)",2023,9,Kilogram,?,?
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,2023,9,Kilogram,?,?
290944,Other monoalkylethers of ethylene glycol or of diethylene glycol,2023,9,Kilogram,?,?
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding 2,2'-Oxydiethanol diethylene glycol",2023,9,Kilogram,?,?
290950,"Etherphenols, etheralcoholphenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,9,Kilogram,?,?
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",2023,9,Kilogram,?,?
291010,Oxirane (ethylene oxide),2023,9,Kilogram,?,?
291020,Methyloxirane (propylene oxide),2023,9,Kilogram,?,?
291030,"1Chloro2,3epoxypropane (epichlorohydrin)",2023,9,Kilogram,?,?
291040,"Dieldrin (ISO, INN)",2023,9,Kilogram,?,?
291050,Endrin (ISO),2023,9,Kilogram,?,?
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding oxirane ethylene oxide""",2023,9,Kilogram,?,?
291100,"Acetals and hemiacetals, whether or not with other oxygen 
function, and their halogenated, sulphonated, nitrated or 
nitrosated derivatives.",2023,9,Kilogram,?,?
291211,Methanal (formaldehyde),2023,9,Kilogram,?,?
291212,Ethanal (acetaldehyde),2023,9,Kilogram,?,?
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal [acetaldehyde])",2023,9,Kilogram,?,?
291221,Benzaldehyde,2023,9,Kilogram,?,?
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",2023,9,Kilogram,?,?
291241,Vanillin (4hydroxy3methoxybenzaldehyde),2023,9,Kilogram,?,?
291242,Ethylvanillin (3ethoxy4hydroxybenzaldehyde),2023,9,Kilogram,?,?
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function (excluding ethylvanillin 3-ethoxy-4-hydroxybenzaldehyde"" and vanillin ""4-hydroxy-3-methoxybenzaldehyde"")""",2023,9,Kilogram,?,?
291250,Cyclic polymers of aldehydes,2023,9,Kilogram,?,?
291260,Paraformaldehyde,2023,9,Kilogram,?,?
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12.",2023,9,Kilogram,?,?
291411,Acetone,2023,9,Kilogram,?,?
291412,Butanone (methyl ethyl ketone),2023,9,Kilogram,?,?
291413,4Methylpentan2one (methyl isobutyl ketone),2023,9,Kilogram,?,?
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone methyl ethyl ketone"" and 4-Methylpentan-2-one ""Methyl isobutyl ketone"")""",2023,9,Kilogram,?,?
291422,Cyclohexanone and methylcyclohexanones,2023,9,Kilogram,?,?
291423,Ionones and methylionones,2023,9,Kilogram,?,?
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, methylcyclohexanones, ionones and methylionones)",2023,9,Kilogram,?,?
291431,Phenylacetone (phenylpropan2one),2023,9,Kilogram,?,?
291439,"Ketones, aromatic, without other oxygen function (excluding phenylacetone [phenylpropan-2-one])",2023,9,Kilogram,?,?
291440,Ketonealcohols and ketonealdehydes,2023,9,Kilogram,?,?
291450,Ketonephenols and ketones with other oxygen function,2023,9,Kilogram,?,?
291461,Anthraquinone,2023,9,Kilogram,?,?
291462,Coenzyme Q10 (ubidecarenone (INN)),2023,9,Kilogram,?,?
291469,Quinones (excluding anthraquinone),2023,9,Kilogram,?,?
291471,Chlordecone (ISO),2023,9,Kilogram,?,?
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. chlordecone ISO"" and inorganic or organic compounds of mercury)""",2023,9,Kilogram,?,?
291511,Formic acid,2023,9,Kilogram,?,?
291512,Salts of formic acid,2023,9,Kilogram,?,?
291513,Esters of formic acid,2023,9,Kilogram,?,?
291521,Acetic acid,2023,9,Kilogram,?,?
291524,Acetic anhydride,2023,9,Kilogram,?,?
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),2023,9,Kilogram,?,?
291531,Ethyl acetate,2023,9,Kilogram,?,?
291532,Vinyl acetate,2023,9,Kilogram,?,?
291533,nButyl acetate,2023,9,Kilogram,?,?
291536,Dinoseb (ISO) acetate,2023,9,Kilogram,?,?
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",2023,9,Kilogram,?,?
291540,"Mono, di or trichloroacetic acids, their salts and esters",2023,9,Kilogram,?,?
291550,"Propionic acid, its salts and esters",2023,9,Kilogram,?,?
291560,"Butanoic acids, pentanoic acids, their salts and esters",2023,9,Kilogram,?,?
291570,"Palmitic acid, stearic acid, their salts and esters",2023,9,Kilogram,?,?
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding formic acid and acetic acid, mono-, di- or trichloroacetic acids, propionic acid, butanoic and pentanoic acids, palmitic and stearic acids, their salts and esters, and acetic anhydride)",2023,9,Kilogram,?,?
291611,Acrylic acid and its salts,2023,9,Kilogram,?,?
291612,Esters of acrylic acid,2023,9,Kilogram,?,?
291613,Methacrylic acid and its salts,2023,9,Kilogram,?,?
291614,Esters of methacrylic acid,2023,9,Kilogram,?,?
291615,"Oleic, linoleic or linolenic acids, their salts and esters",2023,9,Kilogram,?,?
291616,Binapacryl (ISO),2023,9,Kilogram,?,?
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and halogenated, sulphonated, nitrated or nitrosated derivatives (excluding acrylic acid and its salts and esters, methacrylic acid and its salts and esters, and oleic, linoleic or linolenic acids, their salts and esters, and binapacryl [ISO])",2023,9,Kilogram,?,?
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",2023,9,Kilogram,?,?
291631,"Benzoic acid, its salts and esters",2023,9,Kilogram,?,?
291632,Benzoyl peroxide and benzoyl chloride,2023,9,Kilogram,?,?
291634,Phenylacetic acid and its salts,2023,9,Kilogram,?,?
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding benzoic acid, its salts and esters, benzoyl peroxide, benzoyl chloride, phenylacetic acid and its salts, and inorganic or organic compounds of mercury whether or not chemically defined)",2023,9,Kilogram,?,?
291711,"Oxalic acid, its salts and esters",2023,9,Kilogram,?,?
291712,"Adipic acid, its salts and esters",2023,9,Kilogram,?,?
291713,"Azelaic acid, sebacic acid, their salts and esters",2023,9,Kilogram,?,?
291714,Maleic anhydride,2023,9,Kilogram,?,?
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding oxalic acid, its salts and esters, adipic acid, its salts and esters, azelaic acid, sebacic acid, their salts and esters, maleic anhydride, and inorganic or organic compounds of mercury)",2023,9,Kilogram,?,?
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",2023,9,Kilogram,?,?
291732,Dioctyl orthophthalates,2023,9,Kilogram,?,?
291733,Dinonyl or didecyl orthophthalates,2023,9,Kilogram,?,?
291734,Other esters of orthophthalic acid,2023,9,Kilogram,?,?
291735,Phthalic anhydride,2023,9,Kilogram,?,?
291736,Terephthalic acid and its salts,2023,9,Kilogram,?,?
291737,Dimethyl terephthalate,2023,9,Kilogram,?,?
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding esters of orthophthalic acid, phthalic anhydride, terephthalic acid and its salts and dimethyl terephthalate)",2023,9,Kilogram,?,?
291811,"Lactic acid, its salts and esters",2023,9,Kilogram,?,?
291812,Tartaric acid,2023,9,Kilogram,?,?
291813,Salts and esters of tartaric acid,2023,9,Kilogram,?,?
291814,Citric acid,2023,9,Kilogram,?,?
291815,Salts and esters of citric acid,2023,9,Kilogram,?,?
291816,"Gluconic acid, its salts and esters",2023,9,Kilogram,?,?
291817,"2,2Diphenyl2hydroxyacetic acid (benzilic acid)",2023,9,Kilogram,?,?
291818,Chlorobenzilate (ISO),2023,9,Kilogram,?,?
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding lactic acid, tartaric acid, citric acid, gluconic acid and their salts and esters, and chlorobenzilate [ISO])",2023,9,Kilogram,?,?
291821,Salicylic acid and its salts,2023,9,Kilogram,?,?
291822,"OAcetylsalicylic acid, its salts and esters",2023,9,Kilogram,?,?
291823,Other esters of salicylic acid and their salts,2023,9,Kilogram,?,?
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding salicylic acid and o-Acetylsalicylic acid, and their salts and esters)",2023,9,Kilogram,?,?
291830,"Carboxylic acids with aldehyde or ketone function but without other 
oxygen function, their anhydrides, halides, peroxides, peroxyacids 
and their derivatives",2023,9,Kilogram,?,?
291891,"2,4,5T (ISO) (2,4,5trichlorophenoxyacetic acid), its salts and esters",2023,9,Kilogram,?,?
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding only with alcohol, phenol, aldehyde or ketone function, and 2,4,5-T [ISO] [2,4,5-trichlorophenoxyacetic acid] and its salts and esters)",2023,9,Kilogram,?,?
291910,"Tris(2,3dibromopropyl) phosphate",2023,9,Kilogram,?,?
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding tris2",2023,9,Kilogram,?,?
292011,Parathion (ISO) and parathionmethyl (ISO) (methylparathion),2023,9,Kilogram,?,?
292019,"Thiophosphoric esters phosphorothioates"" and their salts; their halogenated",2023,9,Kilogram,?,?
292021,Dimethyl phosphite,2023,9,Kilogram,?,?
292022,Diethyl phosphite,2023,9,Kilogram,?,?
292023,Trimethyl phosphite,2023,9,Kilogram,?,?
292024,Triethyl phosphite,2023,9,Kilogram,?,?
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. dimethyl, diethyl, trimethyl and triethyl phosphites)",2023,9,Kilogram,?,?
292030,Endosulfan (ISO),2023,9,Kilogram,?,?
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding esters of hydrogen halides, and thiophosphoric esters phosphorothioates""",2023,9,Kilogram,?,?
292111,"Methylamine, di or trimethylamine and their salts",2023,9,Kilogram,?,?
292112,"2(N,NDimethylamino)ethylchloride hydrochloride",2023,9,Kilogram,?,?
292113,"2(N,NDiethylamino)ethylchloride hydrochloride",2023,9,Kilogram,?,?
292114,"2(N,NDiisopropylamino)ethylchloride hydrochloride",2023,9,Kilogram,?,?
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, trimethylamine, and their salts)",2023,9,Kilogram,?,?
292121,Ethylenediamine and its salts,2023,9,Kilogram,?,?
292122,Hexamethylenediamine and its salts,2023,9,Kilogram,?,?
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, and their salts)",2023,9,Kilogram,?,?
292130,"Cyclanic, cyclenic or cycloterpenic mono or polyamines, and their derivatives; salts thereof",2023,9,Kilogram,?,?
